meat consummption,cancer rate,,heart disease rate
638.759761,27.9986793,,454595
638.759761,27.9986793,,44218
638.759761,27.9986793,,312741
638.759761,27.9986793,,2753
638.759761,27.9986793,,35264
638.759761,27.9986793,,261557
638.759761,27.9986793,,292175
638.759761,27.9986793,,4849
638.759761,27.9986793,,417984
638.759761,27.9986793,,46736
638.759761,27.9986793,,372114
638.759761,27.9986793,,394614
638.759761,31.474934,,
638.759761,31.474934,,
638.759761,31.474934,,
685,31.474934,,
685,41.81761973,,82273
685,41.81761973,,12274
685,41.81761973,,8231
685,41.81761973,,18167
685,41.81761973,,772983
685,41.81761973,,135247
685,41.81761973,,671387
685,41.81761973,,16427
685,41.81761973,,845467
685,41.81761973,,69583
685,41.81761973,,14911
685,41.81761973,,643922
685,41.81761973,,593534
685,41.81761973,,97243
685,41.81761973,,938727
685,41.81761973,,197446
685,41.81761973,,991438
685,41.81761973,,112683
685,41.81761973,,895477
685,41.81761973,,6186
685,41.81761973,,719691
685,41.81761973,,922259
685,41.81761973,,869839
685,41.81761973,,95515
716,41.81761973,,745585
716,41.81761973,,82273
716,41.81761973,,12274
716,41.81761973,,8231
716,41.81761973,,18167
716,41.81761973,,772983
716,41.81761973,,135247
716,41.81761973,,671387
716,41.81761973,,16427
716,41.81761973,,845467
716,41.81761973,,69583
716,41.81761973,,14911
716,41.81761973,,643922
716,41.81761973,,593534
716,41.81761973,,97243
716,41.81761973,,938727
716,41.81761973,,197446
716,41.81761973,,991438
716,41.81761973,,112683
716,41.81761973,,895477
716,41.81761973,,6186
716,41.81761973,,719691
716,41.81761973,,922259
716,41.81761973,,869839
716,41.81761973,,95515
756,41.81761973,,745585
756,41.81761973,,82273
756,41.81761973,,12274
756,41.81761973,,8231
756,41.81761973,,18167
756,41.81761973,,772983
756,41.81761973,,135247
756,41.81761973,,671387
756,41.81761973,,16427
756,41.81761973,,845467
756,41.81761973,,69583
756,41.81761973,,14911
756,41.81761973,,643922
756,41.81761973,,593534
756,41.81761973,,97243
756,41.81761973,,938727
756,41.81761973,,197446
756,41.81761973,,991438
756,41.81761973,,112683
756,41.81761973,,895477
756,41.81761973,,6186
756,41.81761973,,719691
756,41.81761973,,922259
756,41.81761973,,869839
756,41.81761973,,95515
765.7795319,41.81761973,,745585
765.7795319,41.81761973,,82273
765.7795319,41.81761973,,12274
765.7795319,41.81761973,,8231
765.7795319,41.81761973,,18167
765.7795319,41.81761973,,772983
765.7795319,41.81761973,,135247
765.7795319,41.81761973,,671387
765.7795319,41.81761973,,16427
765.7795319,41.81761973,,845467
765.7795319,41.81761973,,69583
765.7795319,41.81761973,,14911
765.7795319,41.81761973,,643922
765.7795319,41.81761973,,593534
765.7795319,41.81761973,,97243
765.7795319,41.81761973,,938727
765.7795319,41.81761973,,197446
765.7795319,41.81761973,,991438
765.7795319,41.81761973,,112683
765.7795319,41.81761973,,895477
765.7795319,41.81761973,,6186
765.7795319,41.81761973,,719691
765.7795319,41.81761973,,922259
765.7795319,41.81761973,,869839
765.7795319,41.81761973,,95515
768,41.81761973,,745585
768,56.49812429,,418621
768,56.49812429,,273564
768,56.49812429,,37822
768,56.49812429,,4526
768,56.49812429,,31747
768,56.49812429,,298915
768,56.49812429,,361574
768,56.49812429,,26593
768,56.49812429,,46241
768,56.49812429,,39347
768,56.49812429,,371534
768,56.49812429,,51139
768,56.49812429,,447531
768,56.49812429,,32743
768,56.49812429,,336736
768,56.49812429,,34441
768,56.49812429,,545411
768,56.49812429,,2953
768,56.49812429,,382365
768,56.49812429,,527728
768,56.49812429,,432732
768,56.49812429,,477892
768,56.49812429,,281737
768,56.49812429,,49359
788.3938124,56.49812429,,35224
815,56.49812429,,418621
815,56.49812429,,273564
815,56.49812429,,37822
815,56.49812429,,4526
815,56.49812429,,31747
815,56.49812429,,298915
815,56.49812429,,361574
815,56.49812429,,26593
815,56.49812429,,46241
815,56.49812429,,39347
815,56.49812429,,371534
815,56.49812429,,51139
815,56.49812429,,447531
815,56.49812429,,32743
815,56.49812429,,336736
815,56.49812429,,34441
815,56.49812429,,545411
815,56.49812429,,2953
815,56.49812429,,382365
815,56.49812429,,527728
815,56.49812429,,432732
815,56.49812429,,477892
815,56.49812429,,281737
815,56.49812429,,49359
815,56.49812429,,35224
854,56.49812429,,418621
854,56.49812429,,273564
854,56.49812429,,37822
854,56.49812429,,4526
854,56.49812429,,31747
854,56.49812429,,298915
854,56.49812429,,361574
854,56.49812429,,26593
854,56.49812429,,46241
854,56.49812429,,39347
854,56.49812429,,371534
854,56.49812429,,51139
854,56.49812429,,447531
854,56.49812429,,32743
854,56.49812429,,336736
854,56.49812429,,34441
854,56.49812429,,545411
854,56.49812429,,2953
854,56.49812429,,382365
854,56.49812429,,527728
854,56.49812429,,432732
854,56.49812429,,477892
854,56.49812429,,281737
854,56.49812429,,49359
854,56.49812429,,35224
943.5564,56.49812429,,418621
943.5564,56.49812429,,273564
943.5564,56.49812429,,37822
943.5564,56.49812429,,4526
943.5564,56.49812429,,31747
943.5564,56.49812429,,298915
943.5564,56.49812429,,361574
943.5564,56.49812429,,26593
943.5564,56.49812429,,46241
943.5564,56.49812429,,39347
943.5564,56.49812429,,371534
943.5564,56.49812429,,51139
943.5564,56.49812429,,447531
943.5564,56.49812429,,32743
943.5564,56.49812429,,336736
943.5564,56.49812429,,34441
943.5564,56.49812429,,545411
943.5564,56.49812429,,2953
943.5564,56.49812429,,382365
943.5564,56.49812429,,527728
943.5564,56.49812429,,432732
943.5564,56.49812429,,477892
943.5564,56.49812429,,281737
943.5564,56.49812429,,49359
943.5564,56.49812429,,35224
945,57.65732865,,122993
945,57.65732865,,948511
945,57.65732865,,1316671
945,57.65732865,,1346316
945,57.65732865,,137745
945,57.65732865,,1436923
945,57.65732865,,919799
945,57.65732865,,128654
945,57.65732865,,14692
945,57.65732865,,171491
945,57.65732865,,147362
945,57.65732865,,84988
945,57.65732865,,125784
945,57.65732865,,117141
945,57.65732865,,12243
945,57.65732865,,978554
945,57.65732865,,893326
945,57.65732865,,19978
945,57.65732865,,7927
945,57.65732865,,113527
945,57.65732865,,14383
945,57.65732865,,1136433
945,57.65732865,,815657
945,57.65732865,,158349
945,57.65732865,,868594
957,57.65732865,,122993
957,57.65732865,,948511
957,57.65732865,,1316671
957,57.65732865,,1346316
957,57.65732865,,137745
957,57.65732865,,1436923
957,57.65732865,,919799
957,57.65732865,,128654
957,57.65732865,,14692
957,57.65732865,,171491
957,57.65732865,,147362
957,57.65732865,,84988
957,57.65732865,,125784
957,57.65732865,,117141
957,57.65732865,,12243
957,57.65732865,,978554
957,57.65732865,,893326
957,57.65732865,,19978
957,57.65732865,,7927
957,57.65732865,,113527
957,57.65732865,,14383
957,57.65732865,,1136433
957,57.65732865,,815657
957,57.65732865,,158349
957,57.65732865,,868594
961.61,57.65732865,,122993
961.61,57.65732865,,948511
961.61,57.65732865,,1316671
961.61,57.65732865,,1346316
961.61,57.65732865,,137745
961.61,57.65732865,,1436923
961.61,57.65732865,,919799
961.61,57.65732865,,128654
961.61,57.65732865,,14692
961.61,57.65732865,,171491
961.61,57.65732865,,147362
961.61,57.65732865,,84988
961.61,57.65732865,,125784
961.61,57.65732865,,117141
961.61,57.65732865,,12243
961.61,57.65732865,,978554
961.61,57.65732865,,893326
961.61,57.65732865,,19978
961.61,57.65732865,,7927
961.61,57.65732865,,113527
961.61,57.65732865,,14383
961.61,57.65732865,,1136433
961.61,57.65732865,,815657
961.61,57.65732865,,158349
961.61,57.65732865,,868594
971.9999847,57.65732865,,122993
971.9999847,57.65732865,,948511
971.9999847,57.65732865,,1316671
971.9999847,57.65732865,,1346316
971.9999847,57.65732865,,137745
971.9999847,57.65732865,,1436923
971.9999847,57.65732865,,919799
971.9999847,57.65732865,,128654
971.9999847,57.65732865,,14692
971.9999847,57.65732865,,171491
971.9999847,57.65732865,,147362
971.9999847,57.65732865,,84988
971.9999847,57.65732865,,125784
971.9999847,57.65732865,,117141
971.9999847,57.65732865,,12243
971.9999847,57.65732865,,978554
971.9999847,57.65732865,,893326
971.9999847,57.65732865,,19978
971.9999847,57.65732865,,7927
971.9999847,57.65732865,,113527
971.9999847,57.65732865,,14383
971.9999847,57.65732865,,1136433
971.9999847,57.65732865,,815657
971.9999847,57.65732865,,158349
971.9999847,57.65732865,,868594
983,58.74334422,,237845
983,58.74334422,,224835
983,58.74334422,,27933
983,58.74334422,,32694
983,58.74334422,,218187
983,58.74334422,,228447
983,58.74334422,,226185
983,58.74334422,,212241
983,58.74334422,,241326
983,58.74334422,,293813
983,58.74334422,,272912
983,58.74334422,,339246
983,58.74334422,,2666
983,58.74334422,,26224
983,58.74334422,,231737
983,58.74334422,,266831
983,58.74334422,,248828
983,58.74334422,,234931
983,58.74334422,,25788
983,58.74334422,,244497
983,58.74334422,,31141
983,58.74334422,,329848
983,58.74334422,,253223
983,58.74334422,,3212
983,58.74334422,,285894
984.999939,58.74334422,,237845
984.999939,58.74334422,,224835
984.999939,58.74334422,,27933
984.999939,58.74334422,,32694
984.999939,58.74334422,,218187
984.999939,58.74334422,,228447
984.999939,58.74334422,,226185
984.999939,58.74334422,,212241
984.999939,58.74334422,,241326
984.999939,58.74334422,,293813
984.999939,58.74334422,,272912
984.999939,58.74334422,,339246
984.999939,58.74334422,,2666
984.999939,58.74334422,,26224
984.999939,58.74334422,,231737
984.999939,58.74334422,,266831
984.999939,58.74334422,,248828
984.999939,58.74334422,,234931
984.999939,58.74334422,,25788
984.999939,58.74334422,,244497
984.999939,58.74334422,,31141
984.999939,58.74334422,,329848
984.999939,58.74334422,,253223
984.999939,58.74334422,,3212
984.999939,58.74334422,,285894
1127,58.74334422,,237845
1127,58.74334422,,224835
1127,58.74334422,,27933
1127,58.74334422,,32694
1127,58.74334422,,218187
1127,58.74334422,,228447
1127,58.74334422,,226185
1127,58.74334422,,212241
1127,58.74334422,,241326
1127,58.74334422,,293813
1127,58.74334422,,272912
1127,58.74334422,,339246
1127,58.74334422,,2666
1127,58.74334422,,26224
1127,58.74334422,,231737
1127,58.74334422,,266831
1127,58.74334422,,248828
1127,58.74334422,,234931
1127,58.74334422,,25788
1127,58.74334422,,244497
1127,58.74334422,,31141
1127,58.74334422,,329848
1127,58.74334422,,253223
1127,58.74334422,,3212
1127,58.74334422,,285894
1237,58.74334422,,237845
1237,58.74334422,,224835
1237,58.74334422,,27933
1237,58.74334422,,32694
1237,58.74334422,,218187
1237,58.74334422,,228447
1237,58.74334422,,226185
1237,58.74334422,,212241
1237,58.74334422,,241326
1237,58.74334422,,293813
1237,58.74334422,,272912
1237,58.74334422,,339246
1237,58.74334422,,2666
1237,58.74334422,,26224
1237,58.74334422,,231737
1237,58.74334422,,266831
1237,58.74334422,,248828
1237,58.74334422,,234931
1237,58.74334422,,25788
1237,58.74334422,,244497
1237,58.74334422,,31141
1237,58.74334422,,329848
1237,58.74334422,,253223
1237,58.74334422,,3212
1237,58.74334422,,285894
1338,59.9917431,,172887
1365,59.9917431,,17588
1365,59.9917431,,169985
1365,59.9917431,,2996
1365,59.9917431,,169427
1365,59.9917431,,172355
1365,59.9917431,,162174
1365,59.9917431,,194759
1365,59.9917431,,176824
1365,59.9917431,,17459
1365,59.9917431,,2241
1365,59.9917431,,164184
1365,59.9917431,,183973
1365,59.9917431,,19852
1365,59.9917431,,19861
1365,59.9917431,,181547
1365,59.9917431,,166243
1365,59.9917431,,168999
1365,59.9917431,,186746
1365,59.9917431,,171437
1365,59.9917431,,173328
1365,59.9917431,,26158
1365,59.9917431,,168534
1365,59.9917431,,173814
1365,59.9917431,,179188
1365,59.9917431,,172887
1386,59.9917431,,17588
1386,59.9917431,,169985
1386,59.9917431,,2996
1386,59.9917431,,169427
1386,59.9917431,,172355
1386,59.9917431,,162174
1386,59.9917431,,194759
1386,59.9917431,,176824
1386,59.9917431,,17459
1386,59.9917431,,2241
1386,59.9917431,,164184
1386,59.9917431,,183973
1386,59.9917431,,19852
1386,59.9917431,,19861
1386,59.9917431,,181547
1386,59.9917431,,166243
1386,59.9917431,,168999
1386,59.9917431,,186746
1386,59.9917431,,171437
1386,59.9917431,,173328
1386,59.9917431,,26158
1386,59.9917431,,168534
1386,59.9917431,,173814
1386,59.9917431,,179188
1386,59.9917431,,172887
1435.654142,59.9917431,,17588
1444,59.9917431,,169985
1444,59.9917431,,2996
1444,59.9917431,,169427
1444,59.9917431,,172355
1444,59.9917431,,162174
1444,59.9917431,,194759
1444,59.9917431,,176824
1444,59.9917431,,17459
1444,59.9917431,,2241
1444,59.9917431,,164184
1444,59.9917431,,183973
1444,59.9917431,,19852
1444,59.9917431,,19861
1444,59.9917431,,181547
1444,59.9917431,,166243
1444,59.9917431,,168999
1444,59.9917431,,186746
1444,59.9917431,,171437
1444,59.9917431,,173328
1444,59.9917431,,26158
1444,59.9917431,,168534
1444,59.9917431,,173814
1444,59.9917431,,179188
1444,59.9917431,,172887
1444,59.9917431,,17588
1495,59.9917431,,169985
1495,59.9917431,,2996
1495,59.9917431,,169427
1495,59.9917431,,172355
1495,59.9917431,,162174
1495,59.9917431,,194759
1495,59.9917431,,176824
1495,59.9917431,,17459
1495,59.9917431,,2241
1495,59.9917431,,164184
1495,59.9917431,,183973
1495,59.9917431,,19852
1495,59.9917431,,19861
1495,59.9917431,,181547
1495,59.9917431,,166243
1495,59.9917431,,168999
1495,59.9917431,,186746
1495,59.9917431,,171437
1495,59.9917431,,173328
1495,59.9917431,,26158
1495,59.9917431,,168534
1495,59.9917431,,173814
1495,59.9917431,,179188
1495,64.62871134,,
1495,64.62871134,,
1625,64.62871134,,
1625,64.62871134,,
1625,96.781792,,163913
1625,96.781792,,979333
1625,96.781792,,1257396
1625,96.781792,,811624
1625,96.781792,,9487
1625,96.781792,,1325639
1625,96.781792,,836523
1625,96.781792,,725872
1625,96.781792,,787828
1625,96.781792,,1159421
1625,96.781792,,13491
1625,96.781792,,886941
1625,96.781792,,74574
1625,96.781792,,112744
1625,96.781792,,1191864
1625,96.781792,,66758
1625,96.781792,,165
1625,96.781792,,685352
1625,96.781792,,194825
1625,96.781792,,917222
1625,96.781792,,1224351
1625,96.781792,,86892
1625,96.781792,,74847
1627,96.781792,,1291286
1627,96.781792,,764944
1627,96.781792,,163913
1627,96.781792,,979333
1627,96.781792,,1257396
1627,96.781792,,811624
1627,96.781792,,9487
1627,96.781792,,1325639
1627,96.781792,,836523
1627,96.781792,,725872
1627,96.781792,,787828
1627,96.781792,,1159421
1627,96.781792,,13491
1627,96.781792,,886941
1627,96.781792,,74574
1627,96.781792,,112744
1627,96.781792,,1191864
1627,96.781792,,66758
1627,96.781792,,165
1627,96.781792,,685352
1627,96.781792,,194825
1627,96.781792,,917222
1627,96.781792,,1224351
1627,96.781792,,86892
1627,96.781792,,74847
1746,96.781792,,1291286
1746,96.781792,,764944
1746,96.781792,,163913
1746,96.781792,,979333
1746,96.781792,,1257396
1746,96.781792,,811624
1746,96.781792,,9487
1746,96.781792,,1325639
1746,96.781792,,836523
1746,96.781792,,725872
1746,96.781792,,787828
1746,96.781792,,1159421
1746,96.781792,,13491
1746,96.781792,,886941
1746,96.781792,,74574
1746,96.781792,,112744
1746,96.781792,,1191864
1746,96.781792,,66758
1746,96.781792,,165
1746,96.781792,,685352
1746,96.781792,,194825
1746,96.781792,,917222
1746,96.781792,,1224351
1746,96.781792,,86892
1746,96.781792,,74847
1831.15491,96.781792,,1291286
1831.15491,96.781792,,764944
1831.15491,96.781792,,163913
1831.15491,96.781792,,979333
1831.15491,96.781792,,1257396
1831.15491,96.781792,,811624
1831.15491,96.781792,,9487
1831.15491,96.781792,,1325639
1831.15491,96.781792,,836523
1831.15491,96.781792,,725872
1831.15491,96.781792,,787828
1831.15491,96.781792,,1159421
1831.15491,96.781792,,13491
1831.15491,96.781792,,886941
1831.15491,96.781792,,74574
1831.15491,96.781792,,112744
1831.15491,96.781792,,1191864
1831.15491,96.781792,,66758
1831.15491,96.781792,,165
1831.15491,96.781792,,685352
1831.15491,96.781792,,194825
1831.15491,96.781792,,917222
1831.15491,96.781792,,1224351
1831.15491,96.781792,,86892
1831.15491,96.781792,,74847
1844,96.781792,,1291286
1844,96.781792,,764944
1844,161.3382557,,2319824
1844,161.3382557,,228751
1844,161.3382557,,2467368
1844,161.3382557,,215581
1844,161.3382557,,2466692
1844,161.3382557,,2353799
1844,161.3382557,,228487
1844,161.3382557,,213722
1844,161.3382557,,224445
1844,161.3382557,,235581
1844,161.3382557,,2446424
1844,161.3382557,,2462691
1844,161.3382557,,244427
1844,161.3382557,,24213
1844,161.3382557,,245317
1844,161.3382557,,237826
1844,161.3382557,,217754
1844,161.3382557,,2397123
1844,161.3382557,,249219
1844,161.3382557,,235386
1844,161.3382557,,2124512
1844,161.3382557,,2368545
1844,161.3382557,,2477272
1868.955556,161.3382557,,2364568
1975.21,161.3382557,,2437344
1984,161.3382557,,2319824
1984,161.3382557,,228751
1984,161.3382557,,2467368
1984,161.3382557,,215581
1984,161.3382557,,2466692
1984,161.3382557,,2353799
1984,161.3382557,,228487
1984,161.3382557,,213722
1984,161.3382557,,224445
1984,161.3382557,,235581
1984,161.3382557,,2446424
1984,161.3382557,,2462691
1984,161.3382557,,244427
1984,161.3382557,,24213
1984,161.3382557,,245317
1984,161.3382557,,237826
1984,161.3382557,,217754
1984,161.3382557,,2397123
1984,161.3382557,,249219
1984,161.3382557,,235386
1984,161.3382557,,2124512
1984,161.3382557,,2368545
1984,161.3382557,,2477272
1984,161.3382557,,2364568
1984,161.3382557,,2437344
2417,161.3382557,,2319824
2486.53594,161.3382557,,228751
2486.53594,161.3382557,,2467368
2486.53594,161.3382557,,215581
2486.53594,161.3382557,,2466692
2486.53594,161.3382557,,2353799
2486.53594,161.3382557,,228487
2486.53594,161.3382557,,213722
2486.53594,161.3382557,,224445
2486.53594,161.3382557,,235581
2486.53594,161.3382557,,2446424
2486.53594,161.3382557,,2462691
2486.53594,161.3382557,,244427
2486.53594,161.3382557,,24213
2486.53594,161.3382557,,245317
2486.53594,161.3382557,,237826
2486.53594,161.3382557,,217754
2486.53594,161.3382557,,2397123
2486.53594,161.3382557,,249219
2486.53594,161.3382557,,235386
2486.53594,161.3382557,,2124512
2486.53594,161.3382557,,2368545
2486.53594,161.3382557,,2477272
2486.53594,161.3382557,,2364568
2486.53594,161.3382557,,2437344
2486.53594,161.3382557,,2319824
2865,161.3382557,,228751
2865,161.3382557,,2467368
2865,161.3382557,,215581
2865,161.3382557,,2466692
2865,161.3382557,,2353799
2865,161.3382557,,228487
2865,161.3382557,,213722
2865,161.3382557,,224445
2865,161.3382557,,235581
2865,161.3382557,,2446424
2865,161.3382557,,2462691
2865,161.3382557,,244427
2865,161.3382557,,24213
2865,161.3382557,,245317
2865,161.3382557,,237826
2865,161.3382557,,217754
2865,161.3382557,,2397123
2865,161.3382557,,249219
2865,161.3382557,,235386
2865,161.3382557,,2124512
2865,161.3382557,,2368545
2865,161.3382557,,2477272
2865,161.3382557,,2364568
2865,161.3382557,,2437344
2865,247.92811,,1359853
3497,247.92811,,1116221
3678.11398,247.92811,,1395298
3678.11398,247.92811,,121262
3678.11398,247.92811,,11516
3678.11398,247.92811,,1342492
3678.11398,247.92811,,1165864
3678.11398,247.92811,,135553
3678.11398,247.92811,,1471739
3678.11398,247.92811,,1181714
3678.11398,247.92811,,196713
3678.11398,247.92811,,1451211
3678.11398,247.92811,,1229134
3678.11398,247.92811,,177233
3678.11398,247.92811,,1259661
3678.11398,247.92811,,1492862
3678.11398,247.92811,,13248
3678.11398,247.92811,,1135449
3678.11398,247.92811,,1195841
3678.11398,247.92811,,1376162
3678.11398,247.92811,,127436
3678.11398,247.92811,,128856
3678.11398,247.92811,,1414196
3678.11398,247.92811,,1244813
3678.11398,247.92811,,143343
3678.11398,247.92811,,1359853
3678.11398,247.92811,,1116221
3875.221526,247.92811,,1395298
3875.221526,247.92811,,121262
3875.221526,247.92811,,11516
3875.221526,247.92811,,1342492
3875.221526,247.92811,,1165864
3875.221526,247.92811,,135553
3875.221526,247.92811,,1471739
3875.221526,247.92811,,1181714
3875.221526,247.92811,,196713
3875.221526,247.92811,,1451211
3875.221526,247.92811,,1229134
3875.221526,247.92811,,177233
3875.221526,247.92811,,1259661
3875.221526,247.92811,,1492862
3875.221526,247.92811,,13248
3875.221526,247.92811,,1135449
3875.221526,247.92811,,1195841
3875.221526,247.92811,,1376162
3875.221526,247.92811,,127436
3875.221526,247.92811,,128856
3875.221526,247.92811,,1414196
3875.221526,247.92811,,1244813
3875.221526,247.92811,,143343
3875.221526,247.92811,,1359853
3875.221526,247.92811,,1116221
4637.55542,247.92811,,1395298
4637.55542,247.92811,,121262
4637.55542,247.92811,,11516
4637.55542,247.92811,,1342492
4637.55542,247.92811,,1165864
4637.55542,247.92811,,135553
4637.55542,247.92811,,1471739
4637.55542,247.92811,,1181714
4637.55542,247.92811,,196713
4637.55542,247.92811,,1451211
4637.55542,247.92811,,1229134
4637.55542,247.92811,,177233
4637.55542,247.92811,,1259661
4637.55542,247.92811,,1492862
4637.55542,247.92811,,13248
4637.55542,247.92811,,1135449
4637.55542,247.92811,,1195841
4637.55542,247.92811,,1376162
4637.55542,247.92811,,127436
4637.55542,247.92811,,128856
4637.55542,247.92811,,1414196
4637.55542,247.92811,,1244813
4637.55542,247.92811,,143343
4637.55542,247.92811,,1359853
4637.55542,247.92811,,1116221
4812,247.92811,,1395298
7682.368664,247.92811,,121262
7682.368664,247.92811,,11516
7682.368664,247.92811,,1342492
7682.368664,247.92811,,1165864
7682.368664,247.92811,,135553
7682.368664,247.92811,,1471739
7682.368664,247.92811,,1181714
7682.368664,247.92811,,196713
7682.368664,247.92811,,1451211
7682.368664,247.92811,,1229134
7682.368664,247.92811,,177233
7682.368664,247.92811,,1259661
7682.368664,247.92811,,1492862
7682.368664,247.92811,,13248
7682.368664,247.92811,,1135449
7682.368664,247.92811,,1195841
7682.368664,247.92811,,1376162
7682.368664,247.92811,,127436
7682.368664,247.92811,,128856
7682.368664,247.92811,,1414196
7682.368664,247.92811,,1244813
7682.368664,247.92811,,143343
7682.368664,835.951687,,
7682.368664,835.951687,,
7682.368664,835.951687,,
54631.7899,835.951687,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,2455
,,,2364
,,,2552
,,,2655
,,,2868
,,,276
,,,398
,,,3291
,,,329
,,,2983
,,,3475
,,,3698
,,,3815
,,,3582
,,,3375
,,,394
,,,482
,,,4231
,,,4389
,,,4731
,,,4556
,,,51
,,,53
,,,552
,,,4911
,,,54339
,,,53197
,,,5259
,,,55455
,,,58159
,,,57232
,,,59914
,,,56319
,,,6199
,,,6982
,,,63956
,,,591
,,,62975
,,,65915
,,,64868
,,,68166
,,,6726
,,,7265
,,,7146
,,,72676
,,,73959
,,,69252
,,,76586
,,,7832
,,,75192
,,,1368
,,,13428
,,,13248
,,,13711
,,,13611
,,,13822
,,,13931
,,,1419
,,,1414
,,,14434
,,,14354
,,,1458
,,,14257
,,,14673
,,,14577
,,,14776
,,,14946
,,,1518
,,,15135
,,,14869
,,,15242
,,,15337
,,,1549
,,,1556
,,,1564
,,,49584
,,,5163
,,,563
,,,52542
,,,52832
,,,53163
,,,53532
,,,53778
,,,53236
,,,51864
,,,52498
,,,5426
,,,5137
,,,511
,,,51429
,,,5292
,,,51717
,,,53236
,,,5383
,,,54274
,,,52745
,,,5249
,,,5597
,,,54638
,,,55555
,,,3146
,,,3428
,,,3297
,,,3721
,,,3578
,,,422
,,,432
,,,3871
,,,445
,,,4533
,,,4462
,,,4675
,,,4592
,,,474
,,,4844
,,,568
,,,5223
,,,5338
,,,4943
,,,55
,,,5717
,,,5769
,,,5625
,,,59
,,,5834
,,,14127
,,,14356
,,,14764
,,,14588
,,,13898
,,,14951
,,,15135
,,,15492
,,,15816
,,,15298
,,,15664
,,,1595
,,,1681
,,,16354
,,,16667
,,,16514
,,,16923
,,,1776
,,,1623
,,,17221
,,,1681
,,,1736
,,,17625
,,,17781
,,,17475
,,,28363
,,,274248
,,,278549
,,,287782
,,,288579
,,,289597
,,,28879
,,,29686
,,,292521
,,,291866
,,,294292
,,,293162
,,,298551
,,,29717
,,,3145
,,,295593
,,,3212
,,,34213
,,,311869
,,,36826
,,,31682
,,,39218
,,,31993
,,,314149
,,,323122
,,,43845
,,,48348
,,,45931
,,,52596
,,,5621
,,,58255
,,,56669
,,,54679
,,,5991
,,,61395
,,,661
,,,63581
,,,62328
,,,67299
,,,65371
,,,7477
,,,7269
,,,73868
,,,75521
,,,68877
,,,79363
,,,81198
,,,77465
,,,85242
,,,8328
,,,32999
,,,33689
,,,34354
,,,3516
,,,35542
,,,36531
,,,3768
,,,3675
,,,37672
,,,36644
,,,36229
,,,3799
,,,35917
,,,367
,,,36296
,,,35692
,,,36722
,,,36963
,,,37239
,,,3748
,,,37693
,,,36532
,,,37835
,,,3852
,,,38274
,,,5926
,,,5644
,,,6226
,,,6548
,,,7247
,,,6887
,,,8451
,,,84
,,,883
,,,9166
,,,7635
,,,9568
,,,11439
,,,9996
,,,11998
,,,1932
,,,1323
,,,1458
,,,12586
,,,14491
,,,1589
,,,13833
,,,16654
,,,17438
,,,15171
,,,148
,,,11
,,,1154
,,,198
,,,128
,,,1214
,,,15
,,,1622
,,,156
,,,1352
,,,1427
,,,1766
,,,1692
,,,1846
,,,214
,,,2112
,,,2326
,,,2443
,,,2563
,,,1927
,,,2688
,,,2216
,,,296
