meat consummption,cancer rate,,heart disease rate
142,9.84777618,,3638
142,9.84777618,,3596
142,9.84777618,,31822
142,9.84777618,,29535
142,9.84777618,,29914
142,9.84777618,,29923
142,9.84777618,,37879
142,9.84777618,,29773
142,9.84777618,,349
142,9.84777618,,29944
142,9.84777618,,29937
142,9.84777618,,34659
142,9.84777618,,3664
142,9.84777618,,32349
142,9.84777618,,31253
142,9.84777618,,35288
142,9.84777618,,29964
142,12.1823118,,89627
142,12.1823118,,96232
142,12.1823118,,1156
142,12.1823118,,119926
142,12.1823118,,92721
143.879328,12.1823118,,88141
143.879328,12.1823118,,126994
143.879328,12.1823118,,116675
143.879328,12.1823118,,17698
143.879328,12.1823118,,1253
143.879328,12.1823118,,84427
143.879328,12.1823118,,833
143.879328,12.1823118,,113565
143.879328,12.1823118,,14944
143.879328,12.1823118,,13772
143.879328,12.1823118,,7841
143.879328,12.1823118,,94296
143.879328,12.1823118,,98215
143.879328,12.1823118,,86746
143.879328,12.1823118,,85575
143.879328,12.1823118,,8234
143.879328,12.1823118,,12576
143.879328,12.1823118,,91245
143.879328,12.1823118,,123377
143.879328,12.1823118,,134565
143.879328,12.1823118,,89627
143.879328,12.1823118,,96232
143.879328,12.1823118,,1156
143.879328,12.1823118,,119926
143.879328,12.1823118,,92721
162,12.1823118,,88141
162,12.1823118,,126994
162,12.1823118,,116675
162,12.1823118,,17698
162,12.1823118,,1253
162,12.1823118,,84427
162,12.1823118,,833
162,12.1823118,,113565
162,12.1823118,,14944
162,12.1823118,,13772
162,12.1823118,,7841
162,12.1823118,,94296
162,12.1823118,,98215
162,12.1823118,,86746
162,12.1823118,,85575
162,12.1823118,,8234
162,12.1823118,,12576
162,12.1823118,,91245
162,12.1823118,,123377
162,12.1823118,,134565
162,12.1823118,,89627
162,12.1823118,,96232
162,12.1823118,,1156
162,12.1823118,,119926
162,12.1823118,,92721
168,12.1823118,,88141
168,12.1823118,,126994
168,12.1823118,,116675
168,12.1823118,,17698
168,12.1823118,,1253
168,12.1823118,,84427
168,12.1823118,,833
168,12.1823118,,113565
168,12.1823118,,14944
168,12.1823118,,13772
168,12.1823118,,7841
168,12.1823118,,94296
168,12.1823118,,98215
168,12.1823118,,86746
168,12.1823118,,85575
168,12.1823118,,8234
168,12.1823118,,12576
168,12.1823118,,91245
168,12.1823118,,123377
168,12.1823118,,134565
168,12.1823118,,89627
168,12.1823118,,96232
168,12.1823118,,1156
168,12.1823118,,119926
168,12.1823118,,92721
171.2921598,12.1823118,,88141
171.2921598,12.1823118,,126994
171.2921598,12.1823118,,116675
171.2921598,12.1823118,,17698
171.2921598,12.1823118,,1253
171.2921598,12.1823118,,84427
171.2921598,12.1823118,,833
171.2921598,12.1823118,,113565
171.2921598,12.1823118,,14944
171.2921598,12.1823118,,13772
171.2921598,12.1823118,,7841
171.2921598,12.1823118,,94296
171.2921598,12.1823118,,98215
171.2921598,12.1823118,,86746
171.2921598,12.1823118,,85575
171.2921598,12.1823118,,8234
171.2921598,12.1823118,,12576
171.2921598,12.1823118,,91245
171.2921598,12.1823118,,123377
171.2921598,12.1823118,,134565
171.2921598,13.13555782,,225924
171.2921598,13.13555782,,256132
171.2921598,13.13555782,,21192
171.2921598,13.13555782,,2837
171.2921598,13.13555782,,236362
173,13.13555782,,24993
173,13.13555782,,2387
173,13.13555782,,348792
173,13.13555782,,2289
173,13.13555782,,28998
173,13.13555782,,182236
173,13.13555782,,216274
173,13.13555782,,23843
173,13.13555782,,2981
173,13.13555782,,189
173,13.13555782,,313367
173,13.13555782,,271668
173,13.13555782,,339191
173,13.13555782,,263813
173,13.13555782,,27499
173,13.13555782,,329951
173,13.13555782,,321355
173,13.13555782,,242492
173,13.13555782,,195997
173,13.13555782,,35494
173,13.13555782,,225924
173,13.13555782,,256132
173,13.13555782,,21192
173,13.13555782,,2837
173,13.13555782,,236362
176,13.13555782,,24993
176,13.13555782,,2387
176,13.13555782,,348792
176,13.13555782,,2289
176,13.13555782,,28998
176,13.13555782,,182236
176,13.13555782,,216274
176,13.13555782,,23843
176,13.13555782,,2981
176,13.13555782,,189
176,13.13555782,,313367
176,13.13555782,,271668
176,13.13555782,,339191
176,13.13555782,,263813
176,13.13555782,,27499
176,13.13555782,,329951
176,13.13555782,,321355
176,13.13555782,,242492
176,13.13555782,,195997
176,13.13555782,,35494
176,13.13555782,,225924
176,13.13555782,,256132
176,13.13555782,,21192
176,13.13555782,,2837
176,13.13555782,,236362
189,13.13555782,,24993
189,13.13555782,,2387
189,13.13555782,,348792
189,13.13555782,,2289
189,13.13555782,,28998
189,13.13555782,,182236
189,13.13555782,,216274
189,13.13555782,,23843
189,13.13555782,,2981
189,13.13555782,,189
189,13.13555782,,313367
189,13.13555782,,271668
189,13.13555782,,339191
189,13.13555782,,263813
189,13.13555782,,27499
189,13.13555782,,329951
189,13.13555782,,321355
189,13.13555782,,242492
189,13.13555782,,195997
189,13.13555782,,35494
189,13.13555782,,225924
189,13.13555782,,256132
189,13.13555782,,21192
189,13.13555782,,2837
189,13.13555782,,236362
189,13.13555782,,24993
192,13.13555782,,2387
192,13.13555782,,348792
192,13.13555782,,2289
192,13.13555782,,28998
192,13.13555782,,182236
192,13.13555782,,216274
192,13.13555782,,23843
192,13.13555782,,2981
192,13.13555782,,189
192,13.13555782,,313367
192,13.13555782,,271668
192,13.13555782,,339191
192,13.13555782,,263813
192,13.13555782,,27499
192,13.13555782,,329951
192,13.13555782,,321355
192,13.13555782,,242492
192,13.13555782,,195997
192,13.13555782,,35494
192,13.88847224,,658637
192,13.88847224,,384185
192,13.88847224,,59187
192,13.88847224,,447775
192,13.88847224,,542356
192,13.88847224,,515192
193.17276,13.88847224,,374129
193.17276,13.88847224,,44524
193.17276,13.88847224,,414342
193.17276,13.88847224,,557834
193.17276,13.88847224,,364524
193.17276,13.88847224,,673377
193.17276,13.88847224,,64589
193.17276,13.88847224,,62941
193.17276,13.88847224,,435695
193.17276,13.88847224,,459331
193.17276,13.88847224,,424653
193.17276,13.88847224,,528194
193.17276,13.88847224,,64328
193.17276,13.88847224,,47174
193.17276,13.88847224,,574323
193.17276,13.88847224,,499815
193.17276,13.88847224,,617252
193.17276,13.88847224,,485367
193.17276,13.88847224,,39466
193.17276,13.88847224,,658637
193.17276,13.88847224,,384185
193.17276,13.88847224,,59187
193.17276,13.88847224,,447775
193.17276,13.88847224,,542356
193.17276,13.88847224,,515192
195.855913,13.88847224,,374129
195.855913,13.88847224,,44524
195.855913,13.88847224,,414342
195.855913,13.88847224,,557834
195.855913,13.88847224,,364524
195.855913,13.88847224,,673377
195.855913,13.88847224,,64589
195.855913,13.88847224,,62941
195.855913,13.88847224,,435695
195.855913,13.88847224,,459331
195.855913,13.88847224,,424653
195.855913,13.88847224,,528194
195.855913,13.88847224,,64328
195.855913,13.88847224,,47174
195.855913,13.88847224,,574323
195.855913,13.88847224,,499815
195.855913,13.88847224,,617252
195.855913,13.88847224,,485367
195.855913,13.88847224,,39466
195.855913,13.88847224,,658637
195.855913,13.88847224,,384185
195.855913,13.88847224,,59187
195.855913,13.88847224,,447775
195.855913,13.88847224,,542356
195.855913,13.88847224,,515192
199.471598,13.88847224,,374129
199.471598,13.88847224,,44524
199.471598,13.88847224,,414342
199.471598,13.88847224,,557834
199.471598,13.88847224,,364524
199.471598,13.88847224,,673377
199.471598,13.88847224,,64589
199.471598,13.88847224,,62941
199.471598,13.88847224,,435695
199.471598,13.88847224,,459331
199.471598,13.88847224,,424653
199.471598,13.88847224,,528194
199.471598,13.88847224,,64328
199.471598,13.88847224,,47174
199.471598,13.88847224,,574323
199.471598,13.88847224,,499815
199.471598,13.88847224,,617252
199.471598,13.88847224,,485367
199.471598,13.88847224,,39466
199.471598,13.88847224,,658637
199.471598,13.88847224,,384185
199.471598,13.88847224,,59187
199.471598,13.88847224,,447775
199.471598,13.88847224,,542356
199.471598,13.88847224,,515192
212,13.88847224,,374129
212,13.88847224,,44524
212,13.88847224,,414342
212,13.88847224,,557834
212,13.88847224,,364524
212,13.88847224,,673377
212,13.88847224,,64589
212,13.88847224,,62941
212,13.88847224,,435695
212,13.88847224,,459331
212,13.88847224,,424653
212,13.88847224,,528194
212,13.88847224,,64328
212,13.88847224,,47174
212,13.88847224,,574323
212,13.88847224,,499815
212,13.88847224,,617252
212,13.88847224,,485367
212,13.88847224,,39466
212,16.5778314,,76663
212,16.5778314,,78168
212,16.5778314,,83938
212,16.5778314,,76867
212,16.5778314,,76751
212,16.5778314,,76996
216,16.5778314,,79843
216,16.5778314,,76744
216,16.5778314,,78976
216,16.5778314,,76523
216,16.5778314,,8175
216,16.5778314,,76293
216,16.5778314,,76185
216,16.5778314,,76864
216,16.5778314,,76195
216,16.5778314,,85367
216,16.5778314,,7759
216,16.5778314,,8762
216,16.5778314,,8685
216,16.5778314,,89894
216,16.5778314,,82594
216,16.5778314,,77167
216,16.5778314,,76479
216,16.5778314,,9142
216,16.5778314,,88389
216,16.5778314,,76663
216,16.5778314,,78168
216,16.5778314,,83938
216,16.5778314,,76867
216,16.5778314,,76751
216,16.5778314,,76996
216,16.5778314,,79843
216,16.5778314,,76744
216,16.5778314,,78976
216,16.5778314,,76523
216,16.5778314,,8175
216,16.5778314,,76293
216,16.5778314,,76185
216,16.5778314,,76864
216,16.5778314,,76195
216,16.5778314,,85367
216,16.5778314,,7759
216,16.5778314,,8762
216,16.5778314,,8685
216,16.5778314,,89894
216,16.5778314,,82594
216,16.5778314,,77167
216,16.5778314,,76479
216,16.5778314,,9142
216,16.5778314,,88389
216,16.5778314,,76663
216,16.5778314,,78168
216,16.5778314,,83938
216,16.5778314,,76867
216,16.5778314,,76751
216,16.5778314,,76996
216,16.5778314,,79843
216,16.5778314,,76744
216,16.5778314,,78976
216,16.5778314,,76523
216,16.5778314,,8175
216,16.5778314,,76293
216,16.5778314,,76185
216,16.5778314,,76864
216,16.5778314,,76195
216,16.5778314,,85367
216,16.5778314,,7759
216,16.5778314,,8762
216,16.5778314,,8685
216,16.5778314,,89894
216,16.5778314,,82594
216,16.5778314,,77167
216,16.5778314,,76479
216,16.5778314,,9142
216,16.5778314,,88389
216,16.5778314,,76663
216,16.5778314,,78168
216,16.5778314,,83938
216,16.5778314,,76867
216,16.5778314,,76751
216,16.5778314,,76996
217,16.5778314,,79843
217,16.5778314,,76744
217,16.5778314,,78976
217,16.5778314,,76523
217,16.5778314,,8175
217,16.5778314,,76293
217,16.5778314,,76185
217,16.5778314,,76864
217,16.5778314,,76195
217,16.5778314,,85367
217,16.5778314,,7759
217,16.5778314,,8762
217,16.5778314,,8685
217,16.5778314,,89894
217,16.5778314,,82594
217,16.5778314,,77167
217,16.5778314,,76479
217,16.5778314,,9142
217,16.5778314,,88389
217,18.816753,,341214
217,18.816753,,265793
217,18.816753,,415687
217,18.816753,,447714
217,18.816753,,452552
217,18.816753,,27436
226,18.816753,,3335
226,18.816753,,294681
226,18.816753,,442689
226,18.816753,,24386
226,18.816753,,354288
226,18.816753,,474764
226,18.816753,,36681
226,18.816753,,44831
226,18.816753,,382741
226,18.816753,,39352
226,18.816753,,426935
226,18.816753,,25751
226,18.816753,,2569
226,18.816753,,283179
226,18.816753,,458484
226,18.816753,,438851
226,18.816753,,319238
226,18.816753,,46543
226,18.816753,,368151
226,18.816753,,341214
226,18.816753,,265793
226,18.816753,,415687
226,18.816753,,447714
226,18.816753,,452552
226,18.816753,,27436
233,18.816753,,3335
233,18.816753,,294681
233,18.816753,,442689
233,18.816753,,24386
233,18.816753,,354288
233,18.816753,,474764
233,18.816753,,36681
233,18.816753,,44831
233,18.816753,,382741
233,18.816753,,39352
233,18.816753,,426935
233,18.816753,,25751
233,18.816753,,2569
233,18.816753,,283179
233,18.816753,,458484
233,18.816753,,438851
233,18.816753,,319238
233,18.816753,,46543
233,18.816753,,368151
233,18.816753,,341214
233,18.816753,,265793
233,18.816753,,415687
233,18.816753,,447714
233,18.816753,,452552
233,18.816753,,27436
236.1973339,18.816753,,3335
236.1973339,18.816753,,294681
236.1973339,18.816753,,442689
236.1973339,18.816753,,24386
236.1973339,18.816753,,354288
236.1973339,18.816753,,474764
236.1973339,18.816753,,36681
236.1973339,18.816753,,44831
236.1973339,18.816753,,382741
236.1973339,18.816753,,39352
236.1973339,18.816753,,426935
236.1973339,18.816753,,25751
236.1973339,18.816753,,2569
236.1973339,18.816753,,283179
236.1973339,18.816753,,458484
236.1973339,18.816753,,438851
236.1973339,18.816753,,319238
236.1973339,18.816753,,46543
236.1973339,18.816753,,368151
236.1973339,18.816753,,341214
236.1973339,18.816753,,265793
236.1973339,18.816753,,415687
236.1973339,18.816753,,447714
236.1973339,18.816753,,452552
236.1973339,18.816753,,27436
236.9999847,18.816753,,3335
236.9999847,18.816753,,294681
236.9999847,18.816753,,442689
236.9999847,18.816753,,24386
236.9999847,18.816753,,354288
236.9999847,18.816753,,474764
236.9999847,18.816753,,36681
236.9999847,18.816753,,44831
236.9999847,18.816753,,382741
236.9999847,18.816753,,39352
236.9999847,18.816753,,426935
236.9999847,18.816753,,25751
236.9999847,18.816753,,2569
236.9999847,18.816753,,283179
236.9999847,18.816753,,458484
236.9999847,18.816753,,438851
236.9999847,18.816753,,319238
236.9999847,18.816753,,46543
236.9999847,18.816753,,368151
236.9999847,19.2445889,,186653
236.9999847,19.2445889,,123977
236.9999847,19.2445889,,27977
236.9999847,19.2445889,,15328
236.9999847,19.2445889,,219712
236.9999847,19.2445889,,213689
237,19.2445889,,225967
237,19.2445889,,2255
237,19.2445889,,12193
237,19.2445889,,197352
237,19.2445889,,12863
237,19.2445889,,137967
237,19.2445889,,134288
237,19.2445889,,1713
237,19.2445889,,116657
237,19.2445889,,145723
237,19.2445889,,13146
237,19.2445889,,192367
237,19.2445889,,141775
237,19.2445889,,157238
237,19.2445889,,16172
237,19.2445889,,166525
237,19.2445889,,175788
237,19.2445889,,181116
237,19.2445889,,14932
237,19.2445889,,186653
237,19.2445889,,123977
237,19.2445889,,27977
237,19.2445889,,15328
237,19.2445889,,219712
237,19.2445889,,213689
243,19.2445889,,225967
243,19.2445889,,2255
243,19.2445889,,12193
243,19.2445889,,197352
243,19.2445889,,12863
243,19.2445889,,137967
243,19.2445889,,134288
243,19.2445889,,1713
243,19.2445889,,116657
243,19.2445889,,145723
243,19.2445889,,13146
243,19.2445889,,192367
243,19.2445889,,141775
243,19.2445889,,157238
243,19.2445889,,16172
243,19.2445889,,166525
243,19.2445889,,175788
243,19.2445889,,181116
243,19.2445889,,14932
243,19.2445889,,186653
243,19.2445889,,123977
243,19.2445889,,27977
243,19.2445889,,15328
243,19.2445889,,219712
243,19.2445889,,213689
251,19.2445889,,225967
251,19.2445889,,2255
251,19.2445889,,12193
251,19.2445889,,197352
251,19.2445889,,12863
251,19.2445889,,137967
251,19.2445889,,134288
251,19.2445889,,1713
251,19.2445889,,116657
251,19.2445889,,145723
251,19.2445889,,13146
251,19.2445889,,192367
251,19.2445889,,141775
251,19.2445889,,157238
251,19.2445889,,16172
251,19.2445889,,166525
251,19.2445889,,175788
251,19.2445889,,181116
251,19.2445889,,14932
251,19.2445889,,186653
251,19.2445889,,123977
251,19.2445889,,27977
251,19.2445889,,15328
251,19.2445889,,219712
251,19.2445889,,213689
251.298385,19.2445889,,225967
251.298385,19.2445889,,2255
251.298385,19.2445889,,12193
251.298385,19.2445889,,197352
251.298385,19.2445889,,12863
251.298385,19.2445889,,137967
251.298385,19.2445889,,134288
251.298385,19.2445889,,1713
251.298385,19.2445889,,116657
251.298385,19.2445889,,145723
251.298385,19.2445889,,13146
251.298385,19.2445889,,192367
251.298385,19.2445889,,141775
251.298385,19.2445889,,157238
251.298385,19.2445889,,16172
251.298385,19.2445889,,166525
251.298385,19.2445889,,175788
251.298385,19.2445889,,181116
251.298385,19.2445889,,14932
251.298385,22.7957367,,311341
251.298385,22.7957367,,449622
251.298385,22.7957367,,429678
251.298385,22.7957367,,5647
251.298385,22.7957367,,47471
251.298385,22.7957367,,31919
263,22.7957367,,4211
263,22.7957367,,393694
263,22.7957367,,368745
263,22.7957367,,481927
263,22.7957367,,38835
263,22.7957367,,45963
263,22.7957367,,44178
263,22.7957367,,357292
263,22.7957367,,49483
263,22.7957367,,346381
263,22.7957367,,327373
263,22.7957367,,557531
263,22.7957367,,543823
263,22.7957367,,335999
263,22.7957367,,419933
263,22.7957367,,53855
263,22.7957367,,41764
263,22.7957367,,573216
263,22.7957367,,518466
263,22.7957367,,311341
263,22.7957367,,449622
263,22.7957367,,429678
263,22.7957367,,5647
263,22.7957367,,47471
263,22.7957367,,31919
282,22.7957367,,4211
282,22.7957367,,393694
282,22.7957367,,368745
282,22.7957367,,481927
282,22.7957367,,38835
282,22.7957367,,45963
282,22.7957367,,44178
282,22.7957367,,357292
282,22.7957367,,49483
282,22.7957367,,346381
282,22.7957367,,327373
282,22.7957367,,557531
282,22.7957367,,543823
282,22.7957367,,335999
282,22.7957367,,419933
282,22.7957367,,53855
282,22.7957367,,41764
282,22.7957367,,573216
282,22.7957367,,518466
282,22.7957367,,311341
282,22.7957367,,449622
282,22.7957367,,429678
282,22.7957367,,5647
282,22.7957367,,47471
282,22.7957367,,31919
285,22.7957367,,4211
285,22.7957367,,393694
285,22.7957367,,368745
285,22.7957367,,481927
285,22.7957367,,38835
285,22.7957367,,45963
285,22.7957367,,44178
285,22.7957367,,357292
285,22.7957367,,49483
285,22.7957367,,346381
285,22.7957367,,327373
285,22.7957367,,557531
285,22.7957367,,543823
285,22.7957367,,335999
285,22.7957367,,419933
285,22.7957367,,53855
285,22.7957367,,41764
285,22.7957367,,573216
285,22.7957367,,518466
285,22.7957367,,311341
285,22.7957367,,449622
285,22.7957367,,429678
285,22.7957367,,5647
285,22.7957367,,47471
285,22.7957367,,31919
293,22.7957367,,4211
293,22.7957367,,393694
293,22.7957367,,368745
293,22.7957367,,481927
293,22.7957367,,38835
293,22.7957367,,45963
293,22.7957367,,44178
293,22.7957367,,357292
293,22.7957367,,49483
293,22.7957367,,346381
293,22.7957367,,327373
293,22.7957367,,557531
293,22.7957367,,543823
293,22.7957367,,335999
293,22.7957367,,419933
293,22.7957367,,53855
293,22.7957367,,41764
293,22.7957367,,573216
293,22.7957367,,518466
293,23.6818165,,6683946
293,23.6818165,,5536569
293,23.6818165,,45519
293,23.6818165,,6398682
293,23.6818165,,6837774
293,23.6818165,,54166
296,23.6818165,,4861453
296,23.6818165,,443163
296,23.6818165,,614728
296,23.6818165,,6537871
296,23.6818165,,3515696
296,23.6818165,,363531
296,23.6818165,,7959
296,23.6818165,,3893867
296,23.6818165,,376548
296,23.6818165,,5982116
296,23.6818165,,471645
296,23.6818165,,5212476
296,23.6818165,,5825466
296,23.6818165,,41625
296,23.6818165,,413279
296,23.6818165,,6268464
296,23.6818165,,5674963
296,23.6818165,,4264559
296,23.6818165,,53287
296,23.6818165,,6683946
296,23.6818165,,5536569
296,23.6818165,,45519
296,23.6818165,,6398682
296,23.6818165,,6837774
296,23.6818165,,54166
315,23.6818165,,4861453
315,23.6818165,,443163
315,23.6818165,,614728
315,23.6818165,,6537871
315,23.6818165,,3515696
315,23.6818165,,363531
315,23.6818165,,7959
315,23.6818165,,3893867
315,23.6818165,,376548
315,23.6818165,,5982116
315,23.6818165,,471645
315,23.6818165,,5212476
315,23.6818165,,5825466
315,23.6818165,,41625
315,23.6818165,,413279
315,23.6818165,,6268464
315,23.6818165,,5674963
315,23.6818165,,4264559
315,23.6818165,,53287
315,23.6818165,,6683946
315,23.6818165,,5536569
315,23.6818165,,45519
315,23.6818165,,6398682
315,23.6818165,,6837774
315,23.6818165,,54166
324,23.6818165,,4861453
324,23.6818165,,443163
324,23.6818165,,614728
324,23.6818165,,6537871
324,23.6818165,,3515696
324,23.6818165,,363531
324,23.6818165,,7959
324,23.6818165,,3893867
324,23.6818165,,376548
324,23.6818165,,5982116
324,23.6818165,,471645
324,23.6818165,,5212476
324,23.6818165,,5825466
324,23.6818165,,41625
324,23.6818165,,413279
324,23.6818165,,6268464
324,23.6818165,,5674963
324,23.6818165,,4264559
324,23.6818165,,53287
324,23.6818165,,6683946
324,23.6818165,,5536569
324,23.6818165,,45519
324,23.6818165,,6398682
324,23.6818165,,6837774
324,23.6818165,,54166
347,23.6818165,,4861453
347,23.6818165,,443163
347,23.6818165,,614728
347,23.6818165,,6537871
347,23.6818165,,3515696
347,23.6818165,,363531
347,23.6818165,,7959
347,23.6818165,,3893867
347,23.6818165,,376548
347,23.6818165,,5982116
347,23.6818165,,471645
347,23.6818165,,5212476
347,23.6818165,,5825466
347,23.6818165,,41625
347,23.6818165,,413279
347,23.6818165,,6268464
347,23.6818165,,5674963
347,23.6818165,,4264559
347,23.6818165,,53287
347,24.767251,,282734
347,24.767251,,473383
347,24.767251,,432766
347,24.767251,,292236
347,24.767251,,262287
347,24.767251,,441933
357,24.767251,,4236
357,24.767251,,397147
357,24.767251,,31299
357,24.767251,,336783
357,24.767251,,324444
357,24.767251,,272213
357,24.767251,,252868
357,24.767251,,243896
357,24.767251,,28525
357,24.767251,,461637
357,24.767251,,32235
357,24.767251,,379969
357,24.767251,,363658
357,24.767251,,415138
357,24.767251,,235332
357,24.767251,,216855
357,24.767251,,451546
357,24.767251,,225779
357,24.767251,,349827
357,24.767251,,282734
357,24.767251,,473383
357,24.767251,,432766
357,24.767251,,292236
357,24.767251,,262287
357,24.767251,,441933
369,24.767251,,4236
369,24.767251,,397147
369,24.767251,,31299
369,24.767251,,336783
369,24.767251,,324444
369,24.767251,,272213
369,24.767251,,252868
369,24.767251,,243896
369,24.767251,,28525
369,24.767251,,461637
369,24.767251,,32235
369,24.767251,,379969
369,24.767251,,363658
369,24.767251,,415138
369,24.767251,,235332
369,24.767251,,216855
369,24.767251,,451546
369,24.767251,,225779
369,24.767251,,349827
369,24.767251,,282734
369,24.767251,,473383
369,24.767251,,432766
369,24.767251,,292236
369,24.767251,,262287
369,24.767251,,441933
381,24.767251,,4236
381,24.767251,,397147
381,24.767251,,31299
381,24.767251,,336783
381,24.767251,,324444
381,24.767251,,272213
381,24.767251,,252868
381,24.767251,,243896
381,24.767251,,28525
381,24.767251,,461637
381,24.767251,,32235
381,24.767251,,379969
381,24.767251,,363658
381,24.767251,,415138
381,24.767251,,235332
381,24.767251,,216855
381,24.767251,,451546
381,24.767251,,225779
381,24.767251,,349827
381,24.767251,,282734
381,24.767251,,473383
381,24.767251,,432766
381,24.767251,,292236
381,24.767251,,262287
381,24.767251,,441933
397.38146,24.767251,,4236
397.38146,24.767251,,397147
397.38146,24.767251,,31299
397.38146,24.767251,,336783
397.38146,24.767251,,324444
397.38146,24.767251,,272213
397.38146,24.767251,,252868
397.38146,24.767251,,243896
397.38146,24.767251,,28525
397.38146,24.767251,,461637
397.38146,24.767251,,32235
397.38146,24.767251,,379969
397.38146,24.767251,,363658
397.38146,24.767251,,415138
397.38146,24.767251,,235332
397.38146,24.767251,,216855
397.38146,24.767251,,451546
397.38146,24.767251,,225779
397.38146,24.767251,,349827
397.38146,24.99662,,
397.38146,24.99662,,
397.38146,24.99662,,
397.38146,24.99662,,
397.38146,27.8581264,,467569
397.38146,27.8581264,,411987
426,27.8581264,,55556
426,27.8581264,,479161
426,27.8581264,,452835
426,27.8581264,,522248
426,27.8581264,,625271
426,27.8581264,,475611
426,27.8581264,,35823
426,27.8581264,,493258
426,27.8581264,,39377
426,27.8581264,,365626
426,27.8581264,,386114
426,27.8581264,,54159
426,27.8581264,,58284
426,27.8581264,,43214
426,27.8581264,,446817
426,27.8581264,,436357
426,27.8581264,,459776
426,27.8581264,,441215
426,27.8581264,,63512
426,27.8581264,,374817
426,27.8581264,,42534
426,27.8581264,,421833
426,27.8581264,,561585
426,27.8581264,,467569
426,27.8581264,,411987
434,27.8581264,,55556
434,27.8581264,,479161
434,27.8581264,,452835
434,27.8581264,,522248
434,27.8581264,,625271
434,27.8581264,,475611
434,27.8581264,,35823
434,27.8581264,,493258
434,27.8581264,,39377
434,27.8581264,,365626
434,27.8581264,,386114
434,27.8581264,,54159
434,27.8581264,,58284
434,27.8581264,,43214
434,27.8581264,,446817
434,27.8581264,,436357
434,27.8581264,,459776
434,27.8581264,,441215
434,27.8581264,,63512
434,27.8581264,,374817
434,27.8581264,,42534
434,27.8581264,,421833
434,27.8581264,,561585
434,27.8581264,,467569
434,27.8581264,,411987
437,27.8581264,,55556
437,27.8581264,,479161
437,27.8581264,,452835
437,27.8581264,,522248
437,27.8581264,,625271
437,27.8581264,,475611
437,27.8581264,,35823
437,27.8581264,,493258
437,27.8581264,,39377
437,27.8581264,,365626
437,27.8581264,,386114
437,27.8581264,,54159
437,27.8581264,,58284
437,27.8581264,,43214
437,27.8581264,,446817
437,27.8581264,,436357
437,27.8581264,,459776
437,27.8581264,,441215
437,27.8581264,,63512
437,27.8581264,,374817
437,27.8581264,,42534
437,27.8581264,,421833
437,27.8581264,,561585
437,27.8581264,,467569
437,27.8581264,,411987
457,27.8581264,,55556
457,27.8581264,,479161
457,27.8581264,,452835
457,27.8581264,,522248
457,27.8581264,,625271
457,27.8581264,,475611
457,27.8581264,,35823
457,27.8581264,,493258
457,27.8581264,,39377
457,27.8581264,,365626
457,27.8581264,,386114
457,27.8581264,,54159
457,27.8581264,,58284
457,27.8581264,,43214
457,27.8581264,,446817
457,27.8581264,,436357
457,27.8581264,,459776
457,27.8581264,,441215
457,27.8581264,,63512
457,27.8581264,,374817
457,27.8581264,,42534
457,27.8581264,,421833
457,27.8581264,,561585
457,27.9986793,,253431
457,27.9986793,,33793
475.35,27.9986793,,342342
475.35,27.9986793,,28151
475.35,27.9986793,,321927
475.35,27.9986793,,244235
475.35,27.9986793,,2288
475.35,27.9986793,,235865
475.35,27.9986793,,362269
475.35,27.9986793,,4297
475.35,27.9986793,,3839
475.35,27.9986793,,4726
475.35,27.9986793,,332294
475.35,27.9986793,,454595
475.35,27.9986793,,44218
475.35,27.9986793,,312741
475.35,27.9986793,,2753
475.35,27.9986793,,35264
475.35,27.9986793,,261557
475.35,27.9986793,,292175
475.35,27.9986793,,4849
475.35,27.9986793,,417984
475.35,27.9986793,,46736
475.35,27.9986793,,372114
475.35,27.9986793,,394614
475.35,27.9986793,,253431
475.35,27.9986793,,33793
488,27.9986793,,342342
488,27.9986793,,28151
488,27.9986793,,321927
488,27.9986793,,244235
488,27.9986793,,2288
488,27.9986793,,235865
488,27.9986793,,362269
488,27.9986793,,4297
488,27.9986793,,3839
488,27.9986793,,4726
488,27.9986793,,332294
488,27.9986793,,454595
488,27.9986793,,44218
488,27.9986793,,312741
488,27.9986793,,2753
488,27.9986793,,35264
488,27.9986793,,261557
488,27.9986793,,292175
488,27.9986793,,4849
488,27.9986793,,417984
488,27.9986793,,46736
488,27.9986793,,372114
488,27.9986793,,394614
488,27.9986793,,253431
488,27.9986793,,33793
494.44517,27.9986793,,342342
531,27.9986793,,28151
531,27.9986793,,321927
531,27.9986793,,244235
531,27.9986793,,2288
531,27.9986793,,235865
531,27.9986793,,362269
531,27.9986793,,4297
531,27.9986793,,3839
531,27.9986793,,4726
531,27.9986793,,332294
531,27.9986793,,454595
531,27.9986793,,44218
531,27.9986793,,312741
531,27.9986793,,2753
531,27.9986793,,35264
531,27.9986793,,261557
531,27.9986793,,292175
531,27.9986793,,4849
531,27.9986793,,417984
531,27.9986793,,46736
531,27.9986793,,372114
531,27.9986793,,394614
531,27.9986793,,253431
531,27.9986793,,33793
531,27.9986793,,342342
638.759761,27.9986793,,28151
638.759761,27.9986793,,321927
638.759761,27.9986793,,244235
638.759761,27.9986793,,2288
638.759761,27.9986793,,235865
638.759761,27.9986793,,362269
638.759761,27.9986793,,4297
638.759761,27.9986793,,3839
638.759761,27.9986793,,4726
638.759761,27.9986793,,332294
