LOCATION,Type of Meat,TIME,Value
NGA,PIG,2004,186
NGA,PIG,2005,193
NGA,PIG,2006,201
NGA,PIG,2007,209
NGA,PIG,2008,218
NGA,PIG,2009,226
NGA,PIG,2010,234
NGA,PIG,2011,244
NGA,PIG,2012,250
NGA,PIG,2013,255
NGA,PIG,2014,256
NGA,PIG,2015,258
NGA,PIG,2016,260
NGA,PIG,2017,259.5014075
NGA,PIG,2018,262.4788365
NOR,PIG,1990,83
NOR,PIG,1991,85
NOR,PIG,1992,88
NOR,PIG,1993,92
NOR,PIG,1994,95
NOR,PIG,1995,101
NOR,PIG,1996,106
NOR,PIG,1997,101
NOR,PIG,1998,107
NOR,PIG,1999,100.743
NOR,PIG,2000,105.046
NOR,PIG,2001,111.427
NOR,PIG,2002,106.098
NOR,PIG,2003,110.107
NOR,PIG,2004,113.587
NOR,PIG,2005,116.193
NOR,PIG,2006,115.745
NOR,PIG,2007,125.535
NOR,PIG,2008,124.492
NOR,PIG,2009,123.223
NOR,PIG,2010,127.153
NOR,PIG,2011,130.987
NOR,PIG,2012,130.659
NOR,PIG,2013,127.716
NOR,PIG,2014,130.22
NOR,PIG,2015,136.469
NOR,PIG,2016,143.8793208
NOR,PIG,2017,136.8
NOR,PIG,2018,138.8
NOR,POULTRY,1990,20
NOR,POULTRY,1991,20
NOR,POULTRY,1992,23
NOR,POULTRY,1993,23
NOR,POULTRY,1994,26.99982
NOR,POULTRY,1995,29.99982
NOR,POULTRY,1996,32
NOR,POULTRY,1997,33
NOR,POULTRY,1998,31
NOR,POULTRY,1999,36.581
NOR,POULTRY,2000,43.024
NOR,POULTRY,2001,42.506
NOR,POULTRY,2002,46.082
NOR,POULTRY,2003,49.143
NOR,POULTRY,2004,54.438
NOR,POULTRY,2005,57.272
NOR,POULTRY,2006,62.918
NOR,POULTRY,2007,70.436
NOR,POULTRY,2008,84.225
NOR,POULTRY,2009,82.237
NOR,POULTRY,2010,83.885
NOR,POULTRY,2011,84.301
NOR,POULTRY,2012,92.856
NOR,POULTRY,2013,105.33
NOR,POULTRY,2014,103.584
NOR,POULTRY,2015,93.932
NOR,POULTRY,2016,96.52310515
NOR,POULTRY,2017,99.3
NOR,POULTRY,2018,101.3
NOR,BEEF,1990,76
NOR,BEEF,1991,78
NOR,BEEF,1992,80
NOR,BEEF,1993,82
NOR,BEEF,1994,89
NOR,BEEF,1995,87
NOR,BEEF,1996,90.99991
NOR,BEEF,1997,90
NOR,BEEF,1998,93
NOR,BEEF,1999,89.144
NOR,BEEF,2000,91.768
NOR,BEEF,2001,88.706
NOR,BEEF,2002,89.537
NOR,BEEF,2003,91.914
NOR,BEEF,2004,93.372
NOR,BEEF,2005,94.493
NOR,BEEF,2006,91.243
NOR,BEEF,2007,93.978
NOR,BEEF,2008,98.047
NOR,BEEF,2009,93.287
NOR,BEEF,2010,90.108
NOR,BEEF,2011,93.438
NOR,BEEF,2012,97.282
NOR,BEEF,2013,99.296
NOR,BEEF,2014,92.032
NOR,BEEF,2015,102.672
NOR,BEEF,2016,104.3528263
NOR,BEEF,2017,105.05
NOR,BEEF,2018,105.6
NOR,SHEEP,1990,23.00009
NOR,SHEEP,1991,24
NOR,SHEEP,1992,25
NOR,SHEEP,1993,26
NOR,SHEEP,1994,27
NOR,SHEEP,1995,27.99991
NOR,SHEEP,1996,27
NOR,SHEEP,1997,25.00009
NOR,SHEEP,1998,24
NOR,SHEEP,1999,22.688
NOR,SHEEP,2000,24.211
NOR,SHEEP,2001,24.913
NOR,SHEEP,2002,25.271
NOR,SHEEP,2003,24.684
NOR,SHEEP,2004,26.333
NOR,SHEEP,2005,26.154
NOR,SHEEP,2006,25.553
NOR,SHEEP,2007,26.126
NOR,SHEEP,2008,28.715
NOR,SHEEP,2009,25.227
NOR,SHEEP,2010,25.738
NOR,SHEEP,2011,24.882
NOR,SHEEP,2012,25.477
NOR,SHEEP,2013,26.524
NOR,SHEEP,2014,26.456
NOR,SHEEP,2015,27.255
NOR,SHEEP,2016,27.14442445
NOR,SHEEP,2017,27.35
NOR,SHEEP,2018,27.65
NZL,POULTRY,1990,56.3
NZL,POULTRY,1991,58.3
NZL,POULTRY,1992,60.9
NZL,POULTRY,1993,68.2
NZL,POULTRY,1994,75.3625
NZL,POULTRY,1995,92.99177
NZL,POULTRY,1996,91.077717
NZL,POULTRY,1997,89.122
NZL,POULTRY,1998,97.410515
NZL,POULTRY,1999,100.627303
NZL,POULTRY,2000,107.677386
NZL,POULTRY,2001,117.4989097
NZL,POULTRY,2002,129.2633127
NZL,POULTRY,2003,142.041803
NZL,POULTRY,2004,149.5376
NZL,POULTRY,2005,158.9677583
NZL,POULTRY,2006,152.8549082
NZL,POULTRY,2007,146.4787974
NZL,POULTRY,2008,147.0993664
NZL,POULTRY,2009,140.2454941
NZL,POULTRY,2010,144.2005808
NZL,POULTRY,2011,149.9272104
NZL,POULTRY,2012,166.4814527
NZL,POULTRY,2013,166.3804737
NZL,POULTRY,2014,175.4021553
NZL,POULTRY,2015,178.8990552
NZL,POULTRY,2016,199.0471598
NZL,POULTRY,2017,198.1175111
NZL,POULTRY,2018,201.5945904
NZL,BEEF,1990,126.5646876
NZL,BEEF,1991,118.3013391
NZL,BEEF,1992,124.115396
NZL,BEEF,1993,122.9771265
NZL,BEEF,1994,108.8168989
NZL,BEEF,1995,148.1422469
NZL,BEEF,1996,154.3070528
NZL,BEEF,1997,135.395013
NZL,BEEF,1998,118.4859657
NZL,BEEF,1999,126.2486416
NZL,BEEF,2000,128.2680925
NZL,BEEF,2001,120.9410543
NZL,BEEF,2002,95.97939693
NZL,BEEF,2003,133.0164962
NZL,BEEF,2004,117.6465947
NZL,BEEF,2005,93.03730864
NZL,BEEF,2006,102.7766455
NZL,BEEF,2007,121.5139555
NZL,BEEF,2008,123.1064214
NZL,BEEF,2009,109.0700417
NZL,BEEF,2010,121.1029544
NZL,BEEF,2011,123.9621499
NZL,BEEF,2012,116.8022954
NZL,BEEF,2013,100.0807052
NZL,BEEF,2014,94.51654196
NZL,BEEF,2015,93.58094882
NZL,BEEF,2016,67.9854581
NZL,BEEF,2017,85.35517194
NZL,BEEF,2018,88.42350976
NZL,SHEEP,1990,107.4504766
NZL,SHEEP,1991,116.5846925
NZL,SHEEP,1992,119.1012648
NZL,SHEEP,1993,86.88600108
NZL,SHEEP,1994,158.7771911
NZL,SHEEP,1995,125.3979306
NZL,SHEEP,1996,64.1535027
NZL,SHEEP,1997,111.5345902
NZL,SHEEP,1998,113.4527983
NZL,SHEEP,1999,98.62241266
NZL,SHEEP,2000,111.751325
NZL,SHEEP,2001,120.1713564
NZL,SHEEP,2002,92.80725517
NZL,SHEEP,2003,111.2262361
NZL,SHEEP,2004,63.67003789
NZL,SHEEP,2005,98.8890815
NZL,SHEEP,2006,92.18326165
NZL,SHEEP,2007,89.253974
NZL,SHEEP,2008,86.023492
NZL,SHEEP,2009,24.206476
NZL,SHEEP,2010,13.22416
NZL,SHEEP,2011,38.9050222
NZL,SHEEP,2012,38.107719
NZL,SHEEP,2013,12.37615689
NZL,SHEEP,2014,23.4153037
NZL,SHEEP,2015,20.312054
NZL,SHEEP,2016,4.610589888
NZL,SHEEP,2017,16.98554741
NZL,SHEEP,2018,29.19958932
NZL,PIG,1990,47.8
NZL,PIG,1991,46.62908457
NZL,PIG,1992,49.26147167
NZL,PIG,1993,52.97958838
NZL,PIG,1994,60.63580315
NZL,PIG,1995,58.53846944
NZL,PIG,1996,59.60995247
NZL,PIG,1997,57.05562313
NZL,PIG,1998,60.6749834
NZL,PIG,1999,65.53504048
NZL,PIG,2000,66.20680258
NZL,PIG,2001,62.8689502
NZL,PIG,2002,65.84412686
NZL,PIG,2003,71.07542566
NZL,PIG,2004,77.66926454
NZL,PIG,2005,79.73001134
NZL,PIG,2006,85.92737248
NZL,PIG,2007,87.28192282
NZL,PIG,2008,88.1206436
NZL,PIG,2009,88.20221652
NZL,PIG,2010,82.97471994
NZL,PIG,2011,89.10446154
NZL,PIG,2012,92.28736413
NZL,PIG,2013,92.10373548
NZL,PIG,2014,95.84785457
NZL,PIG,2015,105.2482556
NZL,PIG,2016,104.2458476
NZL,PIG,2017,106.6056536
NZL,PIG,2018,107.0148881
PAK,POULTRY,1990,161
PAK,POULTRY,1991,155
PAK,POULTRY,1992,173
PAK,POULTRY,1993,269
PAK,POULTRY,1994,300
PAK,POULTRY,1995,313
PAK,POULTRY,1996,360
PAK,POULTRY,1997,392
PAK,POULTRY,1998,289
PAK,POULTRY,1999,315
PAK,POULTRY,2000,327
PAK,POULTRY,2001,344
PAK,POULTRY,2002,360
PAK,POULTRY,2003,378
PAK,POULTRY,2004,384
PAK,POULTRY,2005,390
PAK,POULTRY,2006,518
PAK,POULTRY,2007,559
PAK,POULTRY,2008,605
PAK,POULTRY,2009,662
PAK,POULTRY,2010,712
PAK,POULTRY,2011,772
PAK,POULTRY,2012,841
PAK,POULTRY,2013,909
PAK,POULTRY,2014,932
PAK,POULTRY,2015,952
PAK,POULTRY,2016,957
PAK,POULTRY,2017,976.2165669
PAK,POULTRY,2018,1022.523195
PAK,BEEF,1990,667
PAK,BEEF,1991,696
PAK,BEEF,1992,731
PAK,BEEF,1993,768
PAK,BEEF,1994,807
PAK,BEEF,1995,847
PAK,BEEF,1996,717
PAK,BEEF,1997,827
PAK,BEEF,1998,846
PAK,BEEF,1999,867
PAK,BEEF,2000,885
PAK,BEEF,2001,902
PAK,BEEF,2002,929
PAK,BEEF,2003,952
PAK,BEEF,2004,977
PAK,BEEF,2005,1004
PAK,BEEF,2006,1305
PAK,BEEF,2007,1342
PAK,BEEF,2008,1376
PAK,BEEF,2009,1418
PAK,BEEF,2010,1464
PAK,BEEF,2011,1516
PAK,BEEF,2012,1564
PAK,BEEF,2013,1606
PAK,BEEF,2014,1650
PAK,BEEF,2015,1696
PAK,BEEF,2016,1746
PAK,BEEF,2017,1781.783916
PAK,BEEF,2018,1819.230347
PAK,SHEEP,1990,484
PAK,SHEEP,1991,519
PAK,SHEEP,1992,556
PAK,SHEEP,1993,595
PAK,SHEEP,1994,637
PAK,SHEEP,1995,683
PAK,SHEEP,1996,434
PAK,SHEEP,1997,434
PAK,SHEEP,1998,445
PAK,SHEEP,1999,455
PAK,SHEEP,2000,464
PAK,SHEEP,2001,479
PAK,SHEEP,2002,491
PAK,SHEEP,2003,501
PAK,SHEEP,2004,513
PAK,SHEEP,2005,527
PAK,SHEEP,2006,393
PAK,SHEEP,2007,401
PAK,SHEEP,2008,410
PAK,SHEEP,2009,416
PAK,SHEEP,2010,422
PAK,SHEEP,2011,427
PAK,SHEEP,2012,434
PAK,SHEEP,2013,448
PAK,SHEEP,2014,452
PAK,SHEEP,2015,455
PAK,SHEEP,2016,457
PAK,SHEEP,2017,465.65355
PAK,SHEEP,2018,475.819538
PAK,PIG,1990,0.00009
PAK,PIG,1991,0.00009
PAK,PIG,1992,0.00009
PAK,PIG,1993,0.00009
PAK,PIG,1994,0.00009
PAK,PIG,1995,0.00009
PAK,PIG,1996,0.00009
PAK,PIG,1997,0.00009
PAK,PIG,1998,0.00009
PAK,PIG,1999,0.00009
PAK,PIG,2000,0.00009
PAK,PIG,2001,0.00009
PAK,PIG,2002,0.00009
PAK,PIG,2003,0.00009
PAK,PIG,2004,0.00009
PAK,PIG,2005,0.00009
PAK,PIG,2006,0.00009
PAK,PIG,2007,0.00009
PAK,PIG,2008,0.00009
PAK,PIG,2009,0.00009
PAK,PIG,2010,0.00009
PAK,PIG,2011,0.00009
PAK,PIG,2012,0.00009
PAK,PIG,2013,0.00009
PAK,PIG,2014,0.00009
PAK,PIG,2015,0.00009
PAK,PIG,2016,0.00009
PAK,PIG,2017,0.0009
PAK,PIG,2018,0.0009
PER,POULTRY,1990,249
PER,POULTRY,1991,296
PER,POULTRY,1992,323
PER,POULTRY,1993,306
PER,POULTRY,1994,320
PER,POULTRY,1995,357
PER,POULTRY,1996,391
PER,POULTRY,1997,442
PER,POULTRY,1998,473
PER,POULTRY,1999,505
PER,POULTRY,2000,552
PER,POULTRY,2001,578
PER,POULTRY,2002,617
PER,POULTRY,2003,585
PER,POULTRY,2004,584
PER,POULTRY,2005,663
PER,POULTRY,2006,717
PER,POULTRY,2007,779
PER,POULTRY,2008,887
PER,POULTRY,2009,979
PER,POULTRY,2010,1041
PER,POULTRY,2011,1102
PER,POULTRY,2012,1194
PER,POULTRY,2013,1231
PER,POULTRY,2014,1268
PER,POULTRY,2015,1372
PER,POULTRY,2016,1386
PER,POULTRY,2017,1397.917472
PER,POULTRY,2018,1418.091983
PER,BEEF,1990,123
PER,BEEF,1991,119
PER,BEEF,1992,115
PER,BEEF,1993,113
PER,BEEF,1994,108
PER,BEEF,1995,116
PER,BEEF,1996,119
PER,BEEF,1997,128
PER,BEEF,1998,131
PER,BEEF,1999,140
PER,BEEF,2000,146
PER,BEEF,2001,146
PER,BEEF,2002,143
PER,BEEF,2003,148
PER,BEEF,2004,156
PER,BEEF,2005,162
PER,BEEF,2006,171
PER,BEEF,2007,172
PER,BEEF,2008,168
PER,BEEF,2009,169
PER,BEEF,2010,177
PER,BEEF,2011,182
PER,BEEF,2012,189
PER,BEEF,2013,197
PER,BEEF,2014,204
PER,BEEF,2015,211
PER,BEEF,2016,216
PER,BEEF,2017,219.6228018
PER,BEEF,2018,220.9644001
PER,PIG,1990,66
PER,PIG,1991,69
PER,PIG,1992,73
PER,PIG,1993,76
PER,PIG,1994,78
PER,PIG,1995,80
PER,PIG,1996,83
PER,PIG,1997,87
PER,PIG,1998,72
PER,PIG,1999,67
PER,PIG,2000,72
PER,PIG,2001,85
PER,PIG,2002,93
PER,PIG,2003,93
PER,PIG,2004,99
PER,PIG,2005,104
PER,PIG,2006,110
PER,PIG,2007,117
PER,PIG,2008,117
PER,PIG,2009,117
PER,PIG,2010,121
PER,PIG,2011,121
PER,PIG,2012,127
PER,PIG,2013,134
PER,PIG,2014,133
PER,PIG,2015,134
PER,PIG,2016,133
PER,PIG,2017,134.3401145
PER,PIG,2018,134.6306362
PER,SHEEP,1990,36
PER,SHEEP,1991,30
PER,SHEEP,1992,29
PER,SHEEP,1993,27
PER,SHEEP,1994,26
PER,SHEEP,1995,26
PER,SHEEP,1996,27
PER,SHEEP,1997,28
PER,SHEEP,1998,29
PER,SHEEP,1999,37
PER,SHEEP,2000,38
PER,SHEEP,2001,38
PER,SHEEP,2002,38
PER,SHEEP,2003,38
PER,SHEEP,2004,40
PER,SHEEP,2005,40
PER,SHEEP,2006,41
PER,SHEEP,2007,41
PER,SHEEP,2008,40
PER,SHEEP,2009,40
PER,SHEEP,2010,40
PER,SHEEP,2011,41
PER,SHEEP,2012,43
PER,SHEEP,2013,41
PER,SHEEP,2014,43
PER,SHEEP,2015,44
PER,SHEEP,2016,45
PER,SHEEP,2017,45.84149485
PER,SHEEP,2018,46.27211406
PHL,BEEF,1990,139
PHL,BEEF,1991,140
PHL,BEEF,1992,149
PHL,BEEF,1993,160
PHL,BEEF,1994,181
PHL,BEEF,1995,211
PHL,BEEF,1996,240
PHL,BEEF,1997,281
PHL,BEEF,1998,282
PHL,BEEF,1999,346
PHL,BEEF,2000,375
PHL,BEEF,2001,358
PHL,BEEF,2002,370
PHL,BEEF,2003,377
PHL,BEEF,2004,410
PHL,BEEF,2005,377
PHL,BEEF,2006,378
PHL,BEEF,2007,429
PHL,BEEF,2008,431
PHL,BEEF,2009,403
PHL,BEEF,2010,426
PHL,BEEF,2011,474
PHL,BEEF,2012,406
PHL,BEEF,2013,402
PHL,BEEF,2014,428
PHL,BEEF,2015,428
PHL,BEEF,2016,426
PHL,BEEF,2017,436.8600202
PHL,BEEF,2018,442.772014
PHL,POULTRY,1990,242
PHL,POULTRY,1991,287
PHL,POULTRY,1992,307
PHL,POULTRY,1993,365
PHL,POULTRY,1994,381
PHL,POULTRY,1995,420
PHL,POULTRY,1996,476
PHL,POULTRY,1997,519
PHL,POULTRY,1998,518
PHL,POULTRY,1999,548
PHL,POULTRY,2000,577
PHL,POULTRY,2001,626
PHL,POULTRY,2002,669
PHL,POULTRY,2003,679
PHL,POULTRY,2004,705
PHL,POULTRY,2005,704
PHL,POULTRY,2006,720
PHL,POULTRY,2007,817
PHL,POULTRY,2008,890
PHL,POULTRY,2009,919
PHL,POULTRY,2010,998
PHL,POULTRY,2011,1046
PHL,POULTRY,2012,1085
PHL,POULTRY,2013,1174
PHL,POULTRY,2014,1271
PHL,POULTRY,2015,1293
PHL,POULTRY,2016,1365
PHL,POULTRY,2017,1413.47299
PHL,POULTRY,2018,1455.665514
PHL,SHEEP,1990,27
PHL,SHEEP,1991,25
PHL,SHEEP,1992,27
PHL,SHEEP,1993,28
PHL,SHEEP,1994,31
PHL,SHEEP,1995,31
PHL,SHEEP,1996,30
PHL,SHEEP,1997,31
PHL,SHEEP,1998,31
PHL,SHEEP,1999,33
PHL,SHEEP,2000,34
PHL,SHEEP,2001,35
PHL,SHEEP,2002,34
PHL,SHEEP,2003,33
PHL,SHEEP,2004,34
PHL,SHEEP,2005,36
PHL,SHEEP,2006,46
PHL,SHEEP,2007,50
PHL,SHEEP,2008,53
PHL,SHEEP,2009,55
PHL,SHEEP,2010,57
PHL,SHEEP,2011,57
PHL,SHEEP,2012,55
PHL,SHEEP,2013,56
PHL,SHEEP,2014,57
PHL,SHEEP,2015,57
PHL,SHEEP,2016,57
PHL,SHEEP,2017,57.96194251
PHL,SHEEP,2018,58.98288507
PHL,PIG,1990,685
PHL,PIG,1991,702
PHL,PIG,1992,659
PHL,PIG,1993,731
PHL,PIG,1994,757
PHL,PIG,1995,814
PHL,PIG,1996,1043
PHL,PIG,1997,1098
PHL,PIG,1998,1145
PHL,PIG,1999,1213
PHL,PIG,2000,1250
PHL,PIG,2001,1299
PHL,PIG,2002,1371
PHL,PIG,2003,1406
PHL,PIG,2004,1388
PHL,PIG,2005,1437
PHL,PIG,2006,1587
PHL,PIG,2007,1640
PHL,PIG,2008,1648
PHL,PIG,2009,1685
PHL,PIG,2010,1734
PHL,PIG,2011,1735
PHL,PIG,2012,1748
PHL,PIG,2013,1800
PHL,PIG,2014,1817
PHL,PIG,2015,1810
PHL,PIG,2016,1844
PHL,PIG,2017,1889.443606
PHL,PIG,2018,1895.389676
PRY,POULTRY,1990,25
PRY,POULTRY,1991,19
PRY,POULTRY,1992,20
PRY,POULTRY,1993,22
PRY,POULTRY,1994,31
PRY,POULTRY,1995,34
PRY,POULTRY,1996,34
PRY,POULTRY,1997,37
PRY,POULTRY,1998,39
PRY,POULTRY,1999,42
PRY,POULTRY,2000,35
PRY,POULTRY,2001,38
PRY,POULTRY,2002,37
PRY,POULTRY,2003,39
PRY,POULTRY,2004,43
PRY,POULTRY,2005,43
PRY,POULTRY,2006,46
PRY,POULTRY,2007,31
PRY,POULTRY,2008,38
PRY,POULTRY,2009,37
PRY,POULTRY,2010,36
PRY,POULTRY,2011,40
PRY,POULTRY,2012,42
PRY,POULTRY,2013,43
PRY,POULTRY,2014,44
PRY,POULTRY,2015,45
PRY,POULTRY,2016,46
PRY,POULTRY,2017,46.72143365
PRY,POULTRY,2018,47.43783483
PRY,BEEF,1990,86
PRY,BEEF,1991,176
PRY,BEEF,1992,201
PRY,BEEF,1993,193
PRY,BEEF,1994,193
PRY,BEEF,1995,204
PRY,BEEF,1996,199
PRY,BEEF,1997,198
PRY,BEEF,1998,193
PRY,BEEF,1999,225.0000153
PRY,BEEF,2000,189
PRY,BEEF,2001,174
PRY,BEEF,2002,216
PRY,BEEF,2003,182
PRY,BEEF,2004,109
PRY,BEEF,2005,72.00000763
PRY,BEEF,2006,179
PRY,BEEF,2007,201
PRY,BEEF,2008,244.9999847
PRY,BEEF,2009,276
PRY,BEEF,2010,229.9999847
PRY,BEEF,2011,200
PRY,BEEF,2012,230
PRY,BEEF,2013,211.0000153
PRY,BEEF,2014,213
PRY,BEEF,2015,240
PRY,BEEF,2016,236.9999847
PRY,BEEF,2017,248.3478593
PRY,BEEF,2018,250.6494838
PRY,SHEEP,1990,3
PRY,SHEEP,1991,3
PRY,SHEEP,1992,3
PRY,SHEEP,1993,3
PRY,SHEEP,1994,3
PRY,SHEEP,1995,3
PRY,SHEEP,1996,3
PRY,SHEEP,1997,3
PRY,SHEEP,1998,3
PRY,SHEEP,1999,3
PRY,SHEEP,2000,3
PRY,SHEEP,2001,3
PRY,SHEEP,2002,3
PRY,SHEEP,2003,3
PRY,SHEEP,2004,4
PRY,SHEEP,2005,4
PRY,SHEEP,2006,3
PRY,SHEEP,2007,3
PRY,SHEEP,2008,3
PRY,SHEEP,2009,3
PRY,SHEEP,2010,4
PRY,SHEEP,2011,4
PRY,SHEEP,2012,4
PRY,SHEEP,2013,4
PRY,SHEEP,2014,4
PRY,SHEEP,2015,4
PRY,SHEEP,2016,4
PRY,SHEEP,2017,4.024086693
PRY,SHEEP,2018,4.079350206
PRY,PIG,1990,118
PRY,PIG,1991,121
PRY,PIG,1992,126
PRY,PIG,1993,127
PRY,PIG,1994,128
PRY,PIG,1995,130
PRY,PIG,1996,116
PRY,PIG,1997,118
PRY,PIG,1998,120
PRY,PIG,1999,121
PRY,PIG,2000,114
PRY,PIG,2001,118
PRY,PIG,2002,90
PRY,PIG,2003,153
PRY,PIG,2004,147
PRY,PIG,2005,151
PRY,PIG,2006,155
PRY,PIG,2007,148
PRY,PIG,2008,144
PRY,PIG,2009,144
PRY,PIG,2010,161
PRY,PIG,2011,166
PRY,PIG,2012,170
PRY,PIG,2013,176
PRY,PIG,2014,178
PRY,PIG,2015,178
PRY,PIG,2016,180
PRY,PIG,2017,179.89287
PRY,PIG,2018,182.5903624
RUS,POULTRY,1992,1484.034
RUS,POULTRY,1993,1456.222
RUS,POULTRY,1994,1721.882
RUS,POULTRY,1995,1680.161
RUS,POULTRY,1996,1424.734147
RUS,POULTRY,1997,1773.686141
RUS,POULTRY,1998,1529.097574
RUS,POULTRY,1999,988.8577181
RUS,POULTRY,2000,1456.992432
RUS,POULTRY,2001,2159.216052
RUS,POULTRY,2002,2327.2
RUS,POULTRY,2003,2292.5
RUS,POULTRY,2004,2316.2
RUS,POULTRY,2005,2737.5
RUS,POULTRY,2006,2920.4
RUS,POULTRY,2007,3230.3
RUS,POULTRY,2008,3438.9
RUS,POULTRY,2009,3534.893874
RUS,POULTRY,2010,3515.209876
RUS,POULTRY,2011,3664.941986
RUS,POULTRY,2012,4173.344958
RUS,POULTRY,2013,4297.986388
RUS,POULTRY,2014,4464.402014
RUS,POULTRY,2015,4616.7552
RUS,POULTRY,2016,4637.55542
RUS,POULTRY,2017,4671.860836
RUS,POULTRY,2018,4698.479361
RUS,SHEEP,1992,348.367
RUS,SHEEP,1993,371.909
RUS,SHEEP,1994,317.324
RUS,SHEEP,1995,291.464
RUS,SHEEP,1996,238.6578
RUS,SHEEP,1997,217.003
RUS,SHEEP,1998,191.276
RUS,SHEEP,1999,146.2068
RUS,SHEEP,2000,142.09215
RUS,SHEEP,2001,135.5974
RUS,SHEEP,2002,136.0038
RUS,SHEEP,2003,124.6728
RUS,SHEEP,2004,130.7526
RUS,SHEEP,2005,154.9596
RUS,SHEEP,2006,168.8364
RUS,SHEEP,2007,178.7578
RUS,SHEEP,2008,189.7692
RUS,SHEEP,2009,184.7074
RUS,SHEEP,2010,192.8768
RUS,SHEEP,2011,195.6105506
RUS,SHEEP,2012,202.6833181
RUS,SHEEP,2013,209.0145427
RUS,SHEEP,2014,178.0538452
RUS,SHEEP,2015,188.8993722
RUS,SHEEP,2016,190.8202328
RUS,SHEEP,2017,190.9045486
RUS,SHEEP,2018,191.7183871
RUS,BEEF,1992,4278.848
RUS,BEEF,1993,4006.307
RUS,BEEF,1994,3805.007
RUS,BEEF,1995,3304.497
RUS,BEEF,1996,3201.924
RUS,BEEF,1997,3219.442
RUS,BEEF,1998,2947.76
RUS,BEEF,1999,2508.128
RUS,BEEF,2000,2164.374324
RUS,BEEF,2001,2347.876818
RUS,BEEF,2002,2489.605673
RUS,BEEF,2003,2524.184759
RUS,BEEF,2004,2487.7686
RUS,BEEF,2005,2585.3
RUS,BEEF,2006,2442.8
RUS,BEEF,2007,2529.121751
RUS,BEEF,2008,2894.415689
RUS,BEEF,2009,2627.155918
RUS,BEEF,2010,2702.73968
RUS,BEEF,2011,2759.451372
RUS,BEEF,2012,2876.35215
RUS,BEEF,2013,2490.942305
RUS,BEEF,2014,2434.150871
RUS,BEEF,2015,2095.601577
RUS,BEEF,2016,2000.788701
RUS,BEEF,2017,2061.15515
RUS,BEEF,2018,2063.07555
RUS,PIG,1993,2792.127322
RUS,PIG,1994,2513.639992
RUS,PIG,1995,2377.733555
RUS,PIG,1996,2216.052015
RUS,PIG,1997,2240.444314
RUS,PIG,1998,2217
RUS,PIG,1999,2018.4
RUS,PIG,2000,1781.581
RUS,PIG,2001,1896
RUS,PIG,2002,2226.8
RUS,PIG,2003,2109.1
RUS,PIG,2004,2171.1
RUS,PIG,2005,2381.96
RUS,PIG,2006,2574.4
RUS,PIG,2007,2822.83
RUS,PIG,2008,3317.7
RUS,PIG,2009,3196.738
RUS,PIG,2010,3259.452
RUS,PIG,2011,3549.4
RUS,PIG,2012,3597.959339
RUS,PIG,2013,3742.944749
RUS,PIG,2014,3499.467303
RUS,PIG,2015,3503.322016
RUS,PIG,2016,3678.011398
RUS,PIG,2017,3814.124424
RUS,PIG,2018,3880.250681
SAU,POULTRY,1990,475
SAU,POULTRY,1991,525
SAU,POULTRY,1992,474
SAU,POULTRY,1993,450
SAU,POULTRY,1994,432
SAU,POULTRY,1995,566
SAU,POULTRY,1996,549
SAU,POULTRY,1997,618
SAU,POULTRY,1998,701
SAU,POULTRY,1999,781
SAU,POULTRY,2000,862
SAU,POULTRY,2001,941
SAU,POULTRY,2002,863
SAU,POULTRY,2003,881
SAU,POULTRY,2004,830
SAU,POULTRY,2005,976
SAU,POULTRY,2006,947
SAU,POULTRY,2007,1003
SAU,POULTRY,2008,1077
SAU,POULTRY,2009,1181
SAU,POULTRY,2010,1237
SAU,POULTRY,2011,1331
SAU,POULTRY,2012,1357
SAU,POULTRY,2013,1429
SAU,POULTRY,2014,1385
SAU,POULTRY,2015,1592
SAU,POULTRY,2016,1625
SAU,POULTRY,2017,1661.881971
SAU,POULTRY,2018,1691.886391
SAU,BEEF,1990,71
SAU,BEEF,1991,84
SAU,BEEF,1992,88
SAU,BEEF,1993,51
SAU,BEEF,1994,54
SAU,BEEF,1995,97
SAU,BEEF,1996,67
SAU,BEEF,1997,64
SAU,BEEF,1998,83
SAU,BEEF,1999,60
SAU,BEEF,2000,83
SAU,BEEF,2001,54
SAU,BEEF,2002,83
SAU,BEEF,2003,80
SAU,BEEF,2004,104
SAU,BEEF,2005,102
SAU,BEEF,2006,132
SAU,BEEF,2007,147
SAU,BEEF,2008,144
SAU,BEEF,2009,158
SAU,BEEF,2010,171
SAU,BEEF,2011,175
SAU,BEEF,2012,187
SAU,BEEF,2013,179
SAU,BEEF,2014,182
SAU,BEEF,2015,179
SAU,BEEF,2016,176
SAU,BEEF,2017,180.8899188
SAU,BEEF,2018,182.4936885
SAU,SHEEP,1990,106
SAU,SHEEP,1991,109
SAU,SHEEP,1992,117.2786865
SAU,SHEEP,1993,154.9460602
SAU,SHEEP,1994,133.5961761
SAU,SHEEP,1995,152.8833466
SAU,SHEEP,1996,149.5862122
SAU,SHEEP,1997,147.9239197
SAU,SHEEP,1998,141
SAU,SHEEP,1999,147
SAU,SHEEP,2000,155.0000153
SAU,SHEEP,2001,141
SAU,SHEEP,2002,142.4143677
SAU,SHEEP,2003,141
SAU,SHEEP,2004,144
SAU,SHEEP,2005,156.9713898
SAU,SHEEP,2006,147
SAU,SHEEP,2007,158
SAU,SHEEP,2008,139
